X,Y,ID,NAME,ADDRESS,CITY,STATE,TELEPHONE,TYPE,COUNTY,COUNTRY,LATITUDE,LONGITUDE,OWNER
-113.0106583,38.40180906,167584751,MILFORD VALLEY MEMORIAL HOSPITAL,850 NORTH MAIN STREET,MILFORD,UT,(435) 387-2411,CRITICAL ACCESS,BEAVER,USA,38.40180906,-113.0106583,GOVERNMENT - DISTRICT/AUTHORITY
-86.20129205,39.80249355,8646222,LARUE D CARTER MEMORIAL HOSPITAL,2601 COLD SPRING RD,INDIANAPOLIS,IN,(317) 941-4000,PSYCHIATRIC,MARION,USA,39.80249355,-86.20129205,GOVERNMENT - STATE
-85.83433519,38.30136439,3447150,FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES,1850 STATE ST,NEW ALBANY,IN,(812) 949-5500,GENERAL ACUTE CARE,FLOYD,USA,38.30136439,-85.83433519,GOVERNMENT - LOCAL
-85.82798995,38.33995413,11047150,PHYSICIANS' MEDICAL CENTER LLC,4023 REAS LN,NEW ALBANY,IN,(812) 206-7660,SPECIAL,FLOYD,USA,38.33995413,-85.82798995,GOVERNMENT - STATE
-82.63605346,30.18182054,21032025,LAKE CITY VA MEDICAL CENTER,619 S MARION AVE,LAKE CITY,FL,(800) 308-8387,MILITARY,COLUMBIA,USA,30.18182054,-82.63605347,GOVERNMENT - FEDERAL
-85.64753238,30.15973183,2632401,BAY MEDICAL CENTER SACRED HEART,615 N BONITA AVE,PANAMA CITY,FL,(850) 769-1511,GENERAL ACUTE CARE,BAY,USA,30.15973183,-85.64753238,GOVERNMENT - DISTRICT/AUTHORITY
-72.65651214,41.65674059,3806067,SGT. JOHN L. LEVITOW VETERAN'S HEALTH CENTER,287 WEST ST,ROCKY HILL,CT,(860) 616-3600,CHRONIC DISEASE,HARTFORD,USA,41.65674059,-72.65651214,GOVERNMENT - STATE
-85.81587004,40.80691662,16546992,PARKVIEW WABASH HOSPITAL,710 N EAST ST,WABASH,IN,(260) 563-3131,CRITICAL ACCESS,WABASH,USA,40.80691662,-85.81587004,GOVERNMENT - LOCAL
-81.61370354,41.51325639,1244106,LOUIS STOKES CLEVELAND VETERANS AFFAIRS MEDICAL CENTER,10701 EAST BLVD,CLEVELAND,OH,(216) 791-3800,MILITARY,CUYAHOGA,USA,41.51325639,-81.61370354,GOVERNMENT - FEDERAL
-71.1041,42.3745,6902139,CAMBRIDGE HEALTH ALLIANCE - CAMBRIDGE CAMPUS,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,(617) 498-1000,GENERAL ACUTE CARE,MIDDLESEX,USA,42.3745,-71.1041,GOVERNMENT - DISTRICT/AUTHORITY
-71.0394,42.4093,8102149,CAMBRIDGE HEALTH ALLIANCE - WHIDDEN MEMORIAL CAMPUS,103 GARLAND STREET,EVERETT,MA,(617) 389-6270,GENERAL ACUTE CARE,MIDDLESEX,USA,42.4093,-71.0394,GOVERNMENT - DISTRICT/AUTHORITY
-93.33367574,44.99230321,3555422,REGENCY HOSPITAL OF MPLS LLC,1300 HIDDEN LAKES PARKWAY,GOLDEN VALLEY,MN,(763) 588-2750,GENERAL ACUTE CARE,HENNEPIN,USA,44.99230321,-93.33367574,GOVERNMENT - DISTRICT/AUTHORITY
-116.7937027,47.69550332,783814,KOOTENAI MEDICAL CENTER,2003 KOOTENAI HEALTH WAY,COEUR D'ALENE,ID,(208) 666-2000,GENERAL ACUTE CARE,KOOTENAI,USA,47.69550332,-116.7937027,GOVERNMENT - DISTRICT/AUTHORITY
-73.11567822,40.90919446,3611790,STONY BROOK UNIVERSITY HOSPITAL,101 NICOLLS RD,STONY BROOK,NY,(516) 689-3333,GENERAL ACUTE CARE,SUFFOLK,USA,40.90919446,-73.11567822,GOVERNMENT - STATE
-73.92770935,41.71783839,118012601,MID-HUDSON VALLEY DIVISION OF WESTCHESTER MEDICAL CENTER,241 NORTH ROAD,POUGHKEEPSIE,NY,(845) 483-5000,GENERAL ACUTE CARE,DUTCHESS,USA,41.71783839,-73.92770935,GOVERNMENT - LOCAL
-102.3499056,31.38955285,13379322,CRANE MEMORIAL HOSPITAL,1310 SOUTH ALFORD STREET,CRANE,TX,(432) 558-3555,CRITICAL ACCESS,CRANE,USA,31.38955285,-102.3499056,GOVERNMENT - DISTRICT/AUTHORITY
-98.19848415,33.81437269,24776365,CLAY COUNTY MEMORIAL HOSPITAL,310 WEST SOUTH STREET,HENRIETTA,TX,(940) 538-5621,CRITICAL ACCESS,CLAY,USA,33.81437269,-98.19848415,GOVERNMENT - LOCAL
-103.0905626,31.84959206,32279745,WINKLER COUNTY MEMORIAL HOSPITAL,821 JEFFEE DRIVE,KERMIT,TX,(432) 586-5864,CRITICAL ACCESS,WINKLER,USA,31.84959206,-103.0905626,GOVERNMENT - LOCAL
-101.4412453,34.12707748,34779241,W.J. MANGOLD MEMORIAL HOSPITAL,320 NORTH MAIN STREET,LOCKNEY,TX,(806) 652-3373,CRITICAL ACCESS,FLOYD,USA,34.12707748,-101.4412453,GOVERNMENT - DISTRICT/AUTHORITY
-87.67704148,41.87073782,1860612,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,(312) 569-8387,MILITARY,COOK,USA,41.87073782,-87.67704148,GOVERNMENT - FEDERAL
-97.42661818,35.22901123,13773070,GRIFFIN MEMORIAL HOSPITAL,900 EAST MAIN STREET,NORMAN,OK,(405) 321-4880,PSYCHIATRIC,CLEVELAND,USA,35.22901123,-97.42661818,GOVERNMENT - STATE
-87.76938884,38.42060693,15962863,WABASH GENERAL HOSPITAL,1418 COLLEGE DRIVE,MOUNT CARMEL,IL,(618) 262-8621,CRITICAL ACCESS,WABASH,USA,38.42060693,-87.76938884,GOVERNMENT - LOCAL
-99.29646244,39.24756495,12267663,ROOKS COUNTY HEALTH CENTER,1210 NORTH WASHINGTON,PLAINVILLE,KS,(785) 434-4553,GENERAL ACUTE CARE,ROOKS,USA,39.24756495,-99.29646244,GOVERNMENT - DISTRICT/AUTHORITY
-100.2267333,34.43926678,10579201,CHILDRESS REGIONAL MEDICAL CENTER,901 HWY 83 NORTH,CHILDRESS,TX,(940) 937-6371,GENERAL ACUTE CARE,CHILDRESS,USA,34.43926678,-100.2267333,GOVERNMENT - DISTRICT/AUTHORITY
-96.8397314,32.81198031,14475390,UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER,5323 HARRY HINES BOULEVARD,DALLAS,TX,NOT AVAILABLE,GENERAL ACUTE CARE,DALLAS,USA,32.81198031,-96.83973141,GOVERNMENT - STATE
-101.9705582,35.86449556,16879029,MEMORIAL HOSPITAL,224 EAST 2ND STREET,DUMAS,TX,(806) 934-7801,GENERAL ACUTE CARE,MOORE,USA,35.86449556,-101.9705582,GOVERNMENT - DISTRICT/AUTHORITY
-106.4353552,31.77161109,17879998,UNIVERSITY MEDICAL CENTER OF EL PASO,4815 ALAMEDA AVENUE,EL PASO,TX,(915) 544-1200,GENERAL ACUTE CARE,EL PASO,USA,31.77161109,-106.4353552,GOVERNMENT - DISTRICT/AUTHORITY
-97.32710128,32.72708003,20076104,JOHN PETER SMITH HOSPITAL,1500 SOUTH MAIN STREET,FORT WORTH,TX,(817) 921-3431,GENERAL ACUTE CARE,TARRANT,USA,32.72708003,-97.32710128,GOVERNMENT - DISTRICT/AUTHORITY
-95.3945517,29.71098236,26777030,HARRIS HEALTH SYSTEM BEN TAUB GENERAL HOSPITAL,1504 TAUB LOOP,HOUSTON,TX,(713) 566-6874,GENERAL ACUTE CARE,HARRIS,USA,29.71098236,-95.3945517,GOVERNMENT - DISTRICT/AUTHORITY
-101.9074443,30.91483088,30679744,IRAAN GENERAL HOSPITAL,600 TEXAS 349,IRAAN,TX,(432) 639-2575,GENERAL ACUTE CARE,PECOS,USA,30.91483088,-101.9074443,GOVERNMENT - DISTRICT/AUTHORITY
-101.8912985,33.58796714,35479415,UNIVERSITY MEDICAL CENTER,602 INDIANA AVENUE,LUBBOCK,TX,(806) 775-8200,GENERAL ACUTE CARE,LUBBOCK,USA,33.58796714,-101.8912985,GOVERNMENT - DISTRICT/AUTHORITY
-93.43691302,42.00506234,93450201,STORY COUNTY HOSPITAL,640 SOUTH 19TH STREET,NEVADA,IA,(515) 382-2111,CRITICAL ACCESS,STORY,USA,42.00506234,-93.43691302,GOVERNMENT - LOCAL
-102.0995033,31.99592009,38179701,MIDLAND MEMORIAL HOSPITAL,400 ROSALIND REDFERN GROVER PARKWAY,MIDLAND,TX,(432) 685-1111,GENERAL ACUTE CARE,MIDLAND,USA,31.99592009,-102.0995033,GOVERNMENT - DISTRICT/AUTHORITY
-98.14509078,32.79892076,38876067,PALO PINTO GENERAL HOSPITAL,400 SOUTHWEST 25TH AVENUE,MINERAL WELLS,TX,(940) 325-7891,GENERAL ACUTE CARE,PALO PINTO,USA,32.79892076,-98.14509078,GOVERNMENT - DISTRICT/AUTHORITY
-94.64887739,31.61264109,39775961,NACOGDOCHES MEMORIAL HOSPITAL,1204 NORTH MOUND STREET,NACOGDOCHES,TX,(936) 559-5156,GENERAL ACUTE CARE,NACOGDOCHES,USA,31.61264109,-94.64887739,GOVERNMENT - DISTRICT/AUTHORITY
-97.73270103,33.77727442,40176255,NOCONA GENERAL HOSPITAL,100 PARK ROAD,NOCONA,TX,(940) 825-3235,GENERAL ACUTE CARE,MONTAGUE,USA,33.77727442,-97.73270103,GOVERNMENT - DISTRICT/AUTHORITY
-102.3736138,31.84490417,40479760,MEDICAL CENTER HOSPITAL,500 WEST 4TH STREET,ODESSA,TX,(432) 640-2413,GENERAL ACUTE CARE,ECTOR,USA,31.84490417,-102.3736138,GOVERNMENT - DISTRICT/AUTHORITY
-100.798789,36.36988585,42479070,OCHILTREE GENERAL HOSPITAL,3101 GARRETT DRIVE,PERRYTON,TX,(806) 435-3606,GENERAL ACUTE CARE,OCHILTREE,USA,36.36988585,-100.798789,GOVERNMENT - DISTRICT/AUTHORITY
-98.57833704,29.50700957,45878229,UNIVERSITY HOSPITAL,4502 MEDICAL DRIVE,SAN ANTONIO,TX,(210) 358-4000,GENERAL ACUTE CARE,BEXAR,USA,29.50700957,-98.57833704,GOVERNMENT - DISTRICT/AUTHORITY
-97.94723703,29.56784512,48378155,GUADALUPE REGIONAL MEDICAL CENTER,1215 EAST COURT STREET,SEGUIN,TX,(830) 379-2411,GENERAL ACUTE CARE,GUADALUPE,USA,29.56784512,-97.94723703,GOVERNMENT - LOCAL
-99.24869745,33.59017066,48576380,SEYMOUR HOSPITAL,200 STADIUM DRIVE,SEYMOUR,TX,(940) 889-5572,GENERAL ACUTE CARE,BAYLOR,USA,33.59017066,-99.24869746,GOVERNMENT - DISTRICT/AUTHORITY
-96.97773874,28.81287726,54777901,CITIZENS MEDICAL CENTER,2701 HOSPITAL DRIVE,VICTORIA,TX,(361) 573-9181,GENERAL ACUTE CARE,VICTORIA,USA,28.81287726,-96.97773874,GOVERNMENT - LOCAL
-83.42709496,39.54785694,122843160,FAYETTE COUNTY MEMORIAL HOSPITAL,1430 COLUMBUS AVENUE,WASHINGTON CH,OH,(740) 333-2705,CRITICAL ACCESS,FAYETTE,USA,39.54785694,-83.42709496,GOVERNMENT - LOCAL
-81.57257847,41.3489516,124244067,NORTHCOAST BEHAVIORAL HEALTHCARE NORTHFIELD CAMPUS,1756 SAGAMORE ROAD,NORTHFIELD,OH,(330) 467-7131,PSYCHIATRIC,SUMMIT,USA,41.3489516,-81.57257847,GOVERNMENT - STATE
-99.42562308,31.82854343,11276834,COLEMAN COUNTY MEDICAL CENTER,310 SOUTH PECOS STREET,COLEMAN,TX,(325) 625-2135,CRITICAL ACCESS,COLEMAN,USA,31.82854343,-99.42562308,GOVERNMENT - DISTRICT/AUTHORITY
-97.28334117,29.11261503,13879022,CUERO COMMUNITY HOSPITAL,2550 NORTH ESPLANADE STREET,CUERO,TX,(361) 275-6191,GENERAL ACUTE CARE,DEWITT,USA,29.11261503,-97.28334117,GOVERNMENT - DISTRICT/AUTHORITY
-86.40061386,40.74169664,156846947,LOGANSPORT STATE HOSPITAL,1098 S SR 25,LOGANSPORT,IN,(574) 722-4141,PSYCHIATRIC,CASS,USA,40.74169664,-86.40061387,GOVERNMENT - STATE
-94.77715943,29.31120096,22277550,UNIVERSITY OF TEXAS MEDICAL BRANCH HOSPITAL,301 UNIVERSITY BOULEVARD,GALVESTON,TX,NOT AVAILABLE,GENERAL ACUTE CARE,GALVESTON,USA,29.31120096,-94.77715943,GOVERNMENT - STATE
-89.23075186,32.7823732,1439350,MS BAND OF CHOCTAW HOSPITAL,210 HOSPITAL CIRCLE,CHOCTAW,MS,(601) 656-2211,CRITICAL ACCESS,NESHOBA,USA,32.7823732,-89.23075186,GOVERNMENT - FEDERAL
-96.64541977,34.73116768,2574820,CHICKASAW NATION MEDICAL CENTER,1921 STONECIPHER BLVD.,ADA,OK,(580) 436-3980,CRITICAL ACCESS,PONTOTOC,USA,34.73116768,-96.64541977,GOVERNMENT - FEDERAL
-134.4651526,58.32907951,1799801,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DRIVE,JUNEAU,AK,(907) 796-8900,CRITICAL ACCESS,JUNEAU,USA,58.32907951,-134.4651526,GOVERNMENT - FEDERAL
-100.6281258,46.09516158,2758538,STANDING ROCK INDIAN HEALTH SERVICES HOSPITAL,10 NORTH RIVER ROAD,FORT YATES,ND,(701) 854-3831,CRITICAL ACCESS,SIOUX,USA,46.09516158,-100.6281258,GOVERNMENT - FEDERAL
-95.6292859,36.31610206,3374017,CLAREMORE HOSPITAL,101 S MOORE AVENUE (SOUTH MOORE & WILL ROGERS BLVD),CLAREMORE,OK,(918) 342-6200,CRITICAL ACCESS,ROGERS,USA,36.31610206,-95.6292859,GOVERNMENT - FEDERAL
-102.5412902,43.02367851,4057770,PINE RIDGE HOSPITAL,HWY 18 EAST,PINE RIDGE,SD,(605) 747-2231,CRITICAL ACCESS,SHANNON,USA,43.02367851,-102.5412902,GOVERNMENT - FEDERAL
-96.47063294,42.2325136,4468071,WINNEBAGO HOSPITAL,US HIGHWAY 77-75,WINNEBAGO,NE,(402) 878-2231,CRITICAL ACCESS,THURSTON,USA,42.2325136,-96.47063294,GOVERNMENT - FEDERAL
-113.0197302,48.5656912,4659417,BLACKFEET COMMUNITY HOSPITAL,760 HOSPITAL CIRCLE,BROWNING,MT,(406) 338-6230,CRITICAL ACCESS,GLACIER,USA,48.5656912,-113.0197302,GOVERNMENT - FEDERAL
-96.77244571,39.07919232,8,IRWIN ARMY COMMUNITY HOSPITAL,600 CAISSON HILL RD,FORT RILEY,KS,NOT AVAILABLE,MILITARY,GEARY,USA,39.07919232,-96.77244571,GOVERNMENT - FEDERAL
-80.68227993,32.3894647,11,NAVAL HOSPITAL BEAUFORT,1 PINCKNEY BLVD,BEAUFORT,SC,NOT AVAILABLE,MILITARY,BEAUFORT,USA,32.3894647,-80.68227993,GOVERNMENT - FEDERAL
-147.6622292,64.82970024,22,BASSETT ARMY COMMUNITY HOSPITAL,4076 NEELY RD,FORT WAINWRIGHT,AK,(907) 361-5172,MILITARY,FAIRBANKS NORTH STAR,USA,64.82970024,-147.6622292,GOVERNMENT - FEDERAL
-98.41460698,34.6523867,34,REYNOLDS ARMY COMMUNITY HOSPITAL,4301 WILSON ST,FORT SILL,OK,NOT AVAILABLE,MILITARY,COMANCHE,USA,34.6523867,-98.41460698,GOVERNMENT - FEDERAL
-77.14368028,38.70560252,28,FORT BELVOIR COMMUNITY HOSPITAL,9300 DEWITT LOOP,FORT BELVOIR,VA,NOT AVAILABLE,MILITARY,FAIRFAX,USA,38.70560252,-77.14368028,GOVERNMENT - FEDERAL
-80.93778993,34.01192613,32,MONCRIEF ARMY COMMUNITY HOSPITAL,4500 STUART ST,FORT JACKSON,SC,NOT AVAILABLE,MILITARY,RICHLAND,USA,34.01192613,-80.93778994,GOVERNMENT - FEDERAL
-82.35733765,28.07039609,4133637,JAMES A. HALEY VETERANS' HOSPITAL PRIMARY CARE ANNEX,13515 LAKE TERRACE LANE,TAMPA,FL,(813) 998-8000,MILITARY,HILLSBOROUGH,USA,28.07039609,-82.35733765,GOVERNMENT - FEDERAL
-85.10951788,41.09078646,4246805,VA MEDICAL CENTER - FORT WAYNE CAMPUS,2121 LAKE AVE,FORT WAYNE,IN,(260) 426-5431,MILITARY,ALLEN,USA,41.09078646,-85.10951788,GOVERNMENT - FEDERAL
-97.27464126,37.6812338,5367218,ROBERT J. DOLE VA MEDICAL CENTER,5500 E KELLOGG AVE,WICHITA,KS,(316) 685-2221,GENERAL ACUTE CARE,SEDGWICK,USA,37.6812338,-97.27464126,GOVERNMENT - FEDERAL
-95.72279545,39.02623218,5766622,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BLVD,TOPEKA,KS,(785) 350-3111,GENERAL ACUTE CARE,SHAWNEE,USA,39.02623218,-95.72279545,GOVERNMENT - FEDERAL
-87.86051071,42.30704823,4960064,CAPTAIN JAMES A. LOVELL FEDERAL HEALTH CARE CENTER,3001 GREEN BAY RD,NORTH CHICAGO,IL,(847) 688-1900,MILITARY,LAKE,USA,42.30704823,-87.86051071,GOVERNMENT - FEDERAL
-86.18716442,39.77846306,4646202,RICHARD L. ROUDEBUSH VA MEDICAL CENTER,1481 W 10TH ST,INDIANAPOLIS,IN,NOT AVAILABLE,MILITARY,MARION,USA,39.77846306,-86.18716442,GOVERNMENT - FEDERAL
-94.89383569,39.27939624,5166048,DWIGHT D. EISENHOWER VA MEDICAL CENTER,4101 4TH ST TRAFFICWAY,LEAVENWORTH,KS,(913) 682-2000,MILITARY,LEAVENWORTH,USA,39.27939624,-94.89383569,GOVERNMENT - FEDERAL
-71.05393559,42.06302243,6002401,VA MEDICAL CENTER - BROCKTON DIVISION,940 BELMONT ST,BROCKTON,MA,NOT AVAILABLE,MILITARY,PLYMOUTH,USA,42.06302243,-71.05393559,GOVERNMENT - FEDERAL
-72.68244039,42.34953083,6901062,VA CENTRAL WESTERN MASSACHUSETTS HEALTHCARE SYSTEM,421 N MAIN ST,NORTHAMPTON,MA,NOT AVAILABLE,MILITARY,HAMPSHIRE,USA,42.34953083,-72.68244039,GOVERNMENT - FEDERAL
-71.44086704,43.01235803,9103104,VA MEDICAL CENTER - MANCHESTER,718 SMYTH RD,MANCHESTER,NH,NOT AVAILABLE,MILITARY,HILLSBOROUGH,USA,43.01235803,-71.44086704,GOVERNMENT - FEDERAL
-79.88734956,40.49517153,12815215,VA MEDICAL CENTER - H.J. HEINZ CAMPUS,1010 DELAFIELD RD,PITTSBURGH,PA,(866) 482-7488,MILITARY,ALLEGHENY,USA,40.49517153,-79.88734956,GOVERNMENT - FEDERAL
-86.80423925,36.14175705,13537212,VA MEDICAL CENTER - NASHVILLE CAMPUS,1310 24TH AVE S,NASHVILLE,TN,(615) 327-4751,MILITARY,DAVIDSON,USA,36.14175705,-86.80423925,GOVERNMENT - FEDERAL
-111.840554,40.75739725,14784148,GEORGE E. WAHLEN DEPARTMENT OF VETERANS AFFAIRS MEDICAL CENTER,500 FOOTHILL DR,SALT LAKE CITY,UT,(801) 582-1565,MILITARY,SALT LAKE,USA,40.75739725,-111.840554,GOVERNMENT - FEDERAL
-104.7855322,41.14828213,16482001,VA MEDICAL CENTER - CHEYENNE,2360 E PERSHING BLVD,CHEYENNE,WY,(307) 778-7550,MILITARY,LARAMIE,USA,41.14828213,-104.7855322,GOVERNMENT - FEDERAL
-77.46768488,37.49807429,16123225,HUNTER HOLMES MCGUIRE VA MEDICAL CENTER,1201 BROAD ROCK BLVD,RICHMOND,VA,(804) 675-5000,GENERAL ACUTE CARE,RICHMOND CITY,USA,37.49807429,-77.46768488,GOVERNMENT - FEDERAL
-122.6572493,45.63663819,16098661,VA MEDICAL CENTER - VANCOUVER CAMPUS,1601 E 4TH PLAIN BLVD,VANCOUVER,WA,(360) 696-4061,MILITARY,CLARK,USA,45.63663819,-122.6572493,GOVERNMENT - FEDERAL
-106.9857364,44.82737773,17182801,VA MEDICAL CENTER - SHERIDAN,1898 FORT RD,SHERIDAN,WY,(307) 672-3473,MILITARY,SHERIDAN,USA,44.82737773,-106.9857364,GOVERNMENT - FEDERAL
-100.9036514,38.46664119,71,SCOTT COUNTY HOSPITAL,201 ALBERT AVE,SCOTT CITY,KS,(620) 872-5811,GENERAL ACUTE CARE,SCOTT,USA,38.46664119,-100.9036514,GOVERNMENT - LOCAL
-123.1111959,48.08955335,134,OLYMPIC MEDICAL CENTER,939 CAROLINE ST,PORT ANGELES,WA,(360) 417-7000,GENERAL ACUTE CARE,CLALLAM,USA,48.08955335,-123.1111959,GOVERNMENT - DISTRICT/AUTHORITY
-99.74154846,34.29619436,43779252,HARDEMAN COUNTY MEMORIAL HOSPITAL,402 MERCER STREET,QUANAH,TX,(940) 663-2795,CRITICAL ACCESS,HARDEMAN,USA,34.29619436,-99.74154846,GOVERNMENT - DISTRICT/AUTHORITY
-102.6548789,32.72162797,48479360,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,TX,(432) 758-5811,CRITICAL ACCESS,GAINES,USA,32.72162797,-102.6548789,GOVERNMENT - DISTRICT/AUTHORITY
-100.2481194,35.1989674,48679079,SHAMROCK GENERAL HOSPITAL,1000 SOUTH MAIN STREET,SHAMROCK,TX,(806) 256-2114,CRITICAL ACCESS,WHEELER,USA,35.1989674,-100.2481194,GOVERNMENT - DISTRICT/AUTHORITY
-95.60014471,33.15762802,52575483,CHRISTUS MOTHER FRANCES HOSPITAL - SULPHUR SPRINGS,115 AIRPORT ROAD,SULPHUR SPRINGS,TX,(903) 439-4052,GENERAL ACUTE CARE,HOPKINS,USA,33.15762802,-95.60014471,GOVERNMENT - DISTRICT/AUTHORITY
-95.21342841,32.42595009,53875708,UNIVERSITY OF TEXAS HEALTH CENTER - TYLER,11937 HIGHWAY 271 NORTH,TYLER,TX,NOT AVAILABLE,GENERAL ACUTE CARE,SMITH,USA,32.42595009,-95.21342841,GOVERNMENT - STATE
-97.7742904,31.13090553,4,CARL R. DARNALL ARMY MEDICAL CENTER,36000 DARNALL LOOP,FORT HOOD,TX,NOT AVAILABLE,MILITARY,BELL,USA,31.13090553,-97.7742904,GOVERNMENT - FEDERAL
-98.41559126,29.46009598,25,BROOKE ARMY MEDICAL CENTER,3551 ROGER BROOKE DR,FORT SAM HOUSTON,TX,NOT AVAILABLE,MILITARY,BEXAR,USA,29.46009598,-98.41559126,GOVERNMENT - FEDERAL
-101.906694,35.20367399,13679106,THOMAS E. CREEK VA MEDICAL CENTER,6010 AMARILLO BLVD W,AMARILLO,TX,(806) 355-9703,MILITARY,POTTER,USA,35.20367399,-101.906694,GOVERNMENT - FEDERAL
-97.69028874,30.20581604,14478744,AUSTIN VA OUTPATIENT CLINIC,7901 METROPOLIS DR,AUSTIN,TX,NOT AVAILABLE,MILITARY,TRAVIS,USA,30.20581604,-97.69028874,GOVERNMENT - FEDERAL
-95.38877344,29.69976575,14977030,MICHAEL E. DEBAKEY VA MEDICAL CENTER,2002 HOLCOMBE BLVD,HOUSTON,TX,(713) 791-1414,MILITARY,HARRIS,USA,29.69976575,-95.38877345,GOVERNMENT - FEDERAL
-97.70704055,26.16067855,24278551,RIO GRANDE STATE CENTER,1401 SOUTH RANGERVILLE ROAD,HARLINGEN,TX,NOT AVAILABLE,PSYCHIATRIC,CAMERON,USA,26.16067855,-97.70704055,GOVERNMENT - STATE
-99.15625399,30.04685502,32578028,KERRVILLE STATE HOSPITAL,721 THOMPSON DRIVE,KERRVILLE,TX,NOT AVAILABLE,PSYCHIATRIC,KERR,USA,30.04685502,-99.15625399,GOVERNMENT - STATE
-96.26274185,32.74075986,52875160,TERRELL STATE HOSPITAL,1200 EAST BRIN STREET,TERRELL,TX,NOT AVAILABLE,PSYCHIATRIC,KAUFMAN,USA,32.74075986,-96.26274185,GOVERNMENT - STATE
-95.44511056,30.33578279,138977301,MONTGOMERY COUNTY MENTAL HEALTH TREATMENT FACILITY,700 HILBIG ROAD,CONROE,TX,(936) 522-4200,PSYCHIATRIC,MONTGOMERY,USA,30.33578279,-95.44511056,GOVERNMENT - LOCAL
-98.52418343,33.84582428,82776308,NORTH TEXAS STATE HOSPITAL WICHITA FALLS CAMPUS,6515 KEMP BOULEVARD,WICHITA FALLS,TX,(940) 692-1220,PSYCHIATRIC,WICHITA,USA,33.84582428,-98.52418343,GOVERNMENT - STATE
-156.489331,20.88451359,1996793,MAUI MEMORIAL MEDICAL CENTER,221 MAHALANI ST,WAILUKU,HI,(808) 442-5101,GENERAL ACUTE CARE,MAUI,USA,20.88451359,-156.489331,GOVERNMENT - STATE
-86.42135153,34.36491335,7335976,MARSHALL MEDICAL CENTER NORTH,8000 ALABAMA HIGHWAY 69,GUNTERSVILLE,AL,(256) 894-6712,GENERAL ACUTE CARE,MARSHALL,USA,34.36491335,-86.42135153,GOVERNMENT - DISTRICT/AUTHORITY
-86.24368522,32.37699114,1436109,CAVHCS WEST CAMPUS,215 PERRY HILL RD,MONTGOMERY,AL,(334) 272-4670,MILITARY,MONTGOMERY,USA,32.37699114,-86.24368522,GOVERNMENT - FEDERAL
-155.1128419,19.7181397,696720,HILO MEDICAL CENTER,1190 WAIANUENUE AVE,HILO,HI,(808) 974-4700,GENERAL ACUTE CARE,HAWAII,USA,19.7181397,-155.1128419,GOVERNMENT - STATE
-95.57261431,42.75716285,3251012,CHEROKEE MENTAL HEALTH INSTITUTE,1200 WEST CEDAR STREET,CHEROKEE,IA,(712) 225-2594,PSYCHIATRIC,CHEROKEE,USA,42.75716285,-95.57261431,GOVERNMENT - STATE
-91.53594937,40.95554287,12452641,MENTAL HEALTH INSTITUTE,1200 EAST WASHINGTON STREET,MOUNT PLEASANT,IA,(319) 385-7231,PSYCHIATRIC,HENRY,USA,40.95554287,-91.53594938,GOVERNMENT - STATE
-93.66067216,41.62775145,93650310,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,(515) 699-5999,MILITARY,POLK,USA,41.62775145,-93.66067216,GOVERNMENT - FEDERAL
-111.3002739,42.31616307,1183254,BEAR LAKE MEMORIAL HOSPITAL,164 SOUTH FIFTH STREET,MONTPELIER,ID,(208) 847-1630,GENERAL ACUTE CARE,BEAR LAKE,USA,42.31616307,-111.3002739,GOVERNMENT - LOCAL
-121.9581807,37.77587949,40094583,SAN RAMON REGIONAL MEDICAL CENTER,6001 NORRIS CANYON ROAD,SAN RAMON,CA,NOT AVAILABLE,GENERAL ACUTE CARE,CONTRA COSTA,USA,37.77587949,-121.9581807,GOVERNMENT - LOCAL
-117.1459373,32.72752023,17,NAVAL MEDICAL CENTER SAN DIEGO,34800 BOB WILSON DR,SAN DIEGO,CA,NOT AVAILABLE,MILITARY,SAN DIEGO,USA,32.72752023,-117.1459373,GOVERNMENT - FEDERAL
-119.8931341,36.2642058,33,NAVAL HOSPITAL LEMOORE,937 FRANKLIN AVE,LEMOORE,CA,NOT AVAILABLE,MILITARY,KINGS,USA,36.2642058,-119.8931341,GOVERNMENT - FEDERAL
-116.6883295,35.2654396,36,WEED ARMY COMMUNITY HOSPITAL,166 4TH ST,FORT IRWIN,CA,NOT AVAILABLE,MILITARY,SAN BERNARDINO,USA,35.2654396,-116.6883295,GOVERNMENT - FEDERAL
-122.1610052,37.4652921,594025,VA MEDICAL CENTER - MENLO PARK DIVISION,795 WILLOW RD,MENLO PARK,CA,(650) 614-9997,MILITARY,SAN MATEO,USA,37.4652921,-122.1610052,GOVERNMENT - FEDERAL
