Region,Snake,Category,latitude,longitude
Indiana,Common Gartersnake,Non Venomous,38.7369,-85.5387
Indiana,Eastern Ribbonsnake,Non Venomous,39.0676,-84.9053
Indiana,Plains Gartersnake,Non Venomous,40.9059,-87.1612
Indiana,Western Ribbonsnake,Non Venomous,41.3147,-84.9012
Indiana,Copperbelly Watersnake,Non Venomous,39.4936,-87.2667
Indiana,Diamondback Watersnake,Non Venomous,39.537,-87.3653
Indiana,Northern Watersnake,Non Venomous,39.8325,-86.2002
Indiana,Queen Snake,Non Venomous,39.6349,-84.926
Indiana,Kirtlands Snake SE,Non Venomous,38.2042,-87.9151
Indiana,DeKays Brownsnake,Non Venomous,41.5336,-86.0138
Indiana,Red-bellied Snake,Non Venomous,39.9447,-84.8308
Indiana,Smooth Earthsnake,Non Venomous,41.5005,-85.8248
Indiana,Eastern Racer,Non Venomous,40.9807,-85.8393
Indiana,Rough Greensnake,Non Venomous,38.6679,-86.9974
Indiana,Smooth Greensnake,Non Venomous,38.1692,-86.8257
Indiana,Western Ratsnake,Non Venomous,41.7563,-86.8181
Indiana,Midland Ratsnake,Non Venomous,41.2159,-86.4236
Indiana,Western Foxsnake,Non Venomous,39.7832,-86.0517
Indiana,Bull Snake,Non Venomous,41.5256,-85.3667
Indiana,Black Kingsnake,Non Venomous,41.4328,-85.0347
Indiana,Eastern Milksnake,Non Venomous,40.5452,-86.5242
Indiana,Prairie Kingsnake,Non Venomous,39.9973,-85.2512
Indiana,Red Milksnake,Non Venomous,39.4279,-85.6286
Indiana,Scarletsnake,Non Venomous,39.9658,-86.1461
Indiana,Southeastern Crowned Snake,Non Venomous,41.5303,-86.6974
Indiana,Ringneck Snake,Non Venomous,38.5549,-86.2778
Indiana,Eastern Wormsnake,Non Venomous,39.4233,-85.0114
Indiana,Eastern Hognose Snake,Non Venomous,39.4078,-85.3066
Indiana,Mud Snake,Non Venomous,40.602,-85.9275
Indiana,Copperhead,Venomous,41.443,-87.4702
Indiana,Cottonmouth,Venomous,39.8329,-86.3824
Indiana,Massasauga,Venomous,41.1966,-84.9245
Indiana,Timber Rattlesnake,Venomous,38.3827,-87.2129
Lowa,Plains Garter Snake,Non Venomous,41.6776,-93.7946
Lowa,Western Worm Snake,Non Venomous,41.7399,-90.9738
Lowa,Western Hognose Snake,Non Venomous,42.465,-95.6757
Lowa,Common Kingsnake,Non Venomous,40.7011,-91.8005
Lowa,Smooth Green Snake,Non Venomous,42.9855,-95.875
Lowa,Prairie Ringneck snake,Non Venomous,40.8374,-91.7125
Lowa,Western Ribbon Snake,Non Venomous,41.7008,-93.0794
Lowa,Redbelly Snake,Non Venomous,41.3651,-91.9533
Lowa,Prairie Kingsnake,Non Venomous,42.7518,-92.7957
Lowa,Plainbelly Watersnake,Non Venomous,41.5222,-94.4043
Lowa,Northern Water Snake,Non Venomous,41.0413,-93.9489
Lowa,Lined Snake,Non Venomous,42.9394,-94.6832
Lowa,Fox Snake,Non Venomous,41.5898,-91.0271
Lowa,Milk Snake,Non Venomous,41.5905,-94.1963
Lowa,Smooth Earth Snake,Non Venomous,42.669,-92.3342
Lowa,Eastern Hognose Snake,Non Venomous,40.8405,-94.1088
Lowa,Eastern Garter Snake,Non Venomous,41.0176,-93.3095
Lowa,Diamondback Watersnake,Non Venomous,42.7578,-93.1041
Lowa,Crayfish Snake,Non Venomous,41.9054,-92.1804
Lowa,Brown Snake,Non Venomous,41.8082,-96.0274
Lowa,Racer,Non Venomous,40.6068,-94.3863
Lowa,Ratsnake,Non Venomous,43.0594,-91.4557
Lowa,Bullsnake,Non Venomous,42.5195,-92.4534
Lowa,Timber Rattlesnake,Venomous,42.4477,-90.8448
Lowa,Prairie Rattlesnake,Venomous,40.8784,-93.5924
Lowa,Massasauga Rattlesnake,Venomous,41.4521,-92.0905
Lowa,Northern Copperhead,Venomous,41.8227,-90.5448
Lowa,Osage Copperhead,Venomous,40.8017,-92.8871
Kansas,Eastern Glossy Snake,Non Venomous,39.0689,-96.167
Kansas,Western Worm Snake,Non Venomous,37.9636,-97.146
Kansas,Eastern Racer,Non Venomous,38.1683,-97.1043
Kansas,Ringneck Snake,Non Venomous,37.9165,-95.1715
Kansas,Western Hognose Snake,Non Venomous,38.1935,-99.5264
Kansas,Eastern Hognose Snake,Non Venomous,39.9155,-95.6275
Kansas,Night Snake,Non Venomous,37.543,-94.7024
Kansas,Prairie Kingsnake,Non Venomous,37.23,-95.1836
Kansas,Common Kingsnake,Non Venomous,38.9692,-97.7591
Kansas,Milk Snake,Non Venomous,38.1011,-97.992
Kansas,New Mexico Blind Snake,Non Venomous,38.5481,-97.1543
Kansas,Coachwhip,Non Venomous,39.6694,-99.1225
Kansas,Plainbelly Water Snake,Non Venomous,39.7242,-96.1304
Kansas,Diamondback Water Snake,Non Venomous,38.247,-97.3456
Kansas,Northern Water Snake,Non Venomous,37.5186,-95.1742
Kansas,Rough Green Snake,Non Venomous,37.7191,-96.224
Kansas,Great Plains Rat Snake,Non Venomous,39.8347,-100.1888
Kansas,Western Rat Snake,Non Venomous,38.7736,-97.8645
Kansas,Gopher Snake,Non Venomous,39.6643,-95.9319
Kansas,Grahams Crayfish Snake,Non Venomous,37.5702,-97.1361
Kansas,Longnose Snake,Non Venomous,39.5096,-98.4331
Kansas,Ground Snake,Non Venomous,38,-98.7611
Kansas,Brown Snake,Non Venomous,39.2499,-96.3145
Kansas,Redbelly Snake species in need of conservation,Non Venomous,38.3527,-97.1992
Kansas,Flathead Snake,Non Venomous,37.78,-98.0224
Kansas,Plains Blackhead Snake,Non Venomous,38.4648,-99.3108
Kansas,Checkered Garter Snake,Non Venomous,39.4301,-96.9997
Kansas,Western Ribbon Snake,Non Venomous,39.3561,-100.7242
Kansas,Plains Garter Snake,Non Venomous,38.1818,-95.4905
Kansas,Common Garter Snake,Non Venomous,38.5245,-98.5369
Kansas,Lined Snake,Non Venomous,39.0158,-94.8076
Kansas,Rough Earth Snake,Non Venomous,39.0245,-94.6287
Kansas,Smooth Earth Snake,Non Venomous,38.1229,-99.7126
Kansas,Smooth Earth Snake,Non Venomous,39.5046,-98.5475
Kansas,Cottonmouth,Venomous,37.0144,-98.6492
Kansas,Copperhead,Venomous,38.9358,-97.1246
Kansas,Western Diamondback Rattlesnake,Venomous,39.0545,-96.2381
Kansas,Timber Rattlesnake,Venomous,37.3779,-96.0821
Kansas,Prairie Rattlesnake,Venomous,39.2164,-96.1789
Kansas,Massasauga,Venomous,39.7616,-99.1197
Kentucky,Black Racer,Non Venomous,36.7225,-87.2628
Kentucky,Brown Snake,Non Venomous,38.2016,-84.2719
Kentucky,Coachwhip Eastern,Non Venomous,38.205,-85.727
Kentucky,Cornsnake,Non Venomous,38.0562,-85.6847
Kentucky,Diamondback Water Snake,Non Venomous,37.335,-82.9819
Kentucky,Earthsnake,Non Venomous,38.7252,-84.8238
Kentucky,Garter Snake Eastern,Non Venomous,38.2157,-85.5834
Kentucky,Green Snake Rough,Non Venomous,37.5466,-87.9878
Kentucky,Hognose Snake Eastern,Non Venomous,36.6781,-84.1284
Kentucky,Kingsnake Black,Non Venomous,36.8792,-87.6638
Kentucky,Kingsnake Prairie,Non Venomous,38.351,-85.1121
Kentucky,Kingsnake Scarlet,Non Venomous,37.3206,-84.9285
Kentucky,Kirtlands Snake,Non Venomous,38.9949,-84.6017
Kentucky,Milk Snake Eastern,Non Venomous,36.7537,-83.7087
Kentucky,Mud Snake Western,Non Venomous,38.046,-85.6911
Kentucky,Pine Snake Northern,Non Venomous,38.89,-84.2481
Kentucky,Queen Snake,Non Venomous,38.1543,-84.678
Kentucky,Rat Snake,Non Venomous,37.1952,-86.2691
Kentucky,Redbelly Snake Northern,Non Venomous,38.6415,-84.5675
Kentucky,Ribbon Snake Eastern,Non Venomous,37.4531,-84.7578
Kentucky,Ribbon Snake Western,Non Venomous,38.0929,-85.7467
Kentucky,Ringneck Snake,Non Venomous,39.1067,-84.7277
Kentucky,Southeastern Crowned Snake,Non Venomous,37.011,-84.653
Kentucky,Water Snake Broad-banded,Non Venomous,38.2521,-85.6107
Kentucky,Water Snake Copper-belly,Non Venomous,37.346,-83.4696
Kentucky,Water Snake Mississippi Green,Non Venomous,37.4784,-84.815
Kentucky,Water Snake Northern / Midland,Non Venomous,37.4943,-85.1483
Kentucky,Water Snake Yellowbelly,Non Venomous,37.8475,-83.8572
Kentucky,Worm Snake,Non Venomous,36.932,-84.1004
Kentucky,Rattlesnake Western Pygmy,Venomous,36.9211,-88.5226
Kentucky,Rattlesnake Timber,Venomous,37.6351,-85.3985
Kentucky,Cottonmouth Western,Venomous,38.2834,-85.5936
Kentucky,Southern Copperhead,Venomous,38.197,-85.8136
Kentucky,Northern Copperhead,Venomous,37.0753,-86.9951
Louisiana,Banded Water Snake,Non Venomous,29.9986,-90.4036
Louisiana,Black Pine Snake,Non Venomous,32.793,-93.0582
Louisiana,Brahminy Blind Snake,Non Venomous,29.9072,-90.1933
Louisiana,Ramphotyphlops braminus,Non Venomous,29.8113,-91.6705
Louisiana,Brown Snake,Non Venomous,30.0049,-91.8202
Louisiana,Coachwhip,Non Venomous,29.3443,-89.4683
Louisiana,Common Garter Snake,Non Venomous,30.9344,-92.9268
Louisiana,Common Water Snake,Non Venomous,30.161,-91.1495
Louisiana,Diamond-backed Water Snake,Non Venomous,30.0168,-90.4634
Louisiana,Eastern Hog-nosed Snake,Non Venomous,31.3414,-92.4096
Louisiana,Eastern Ribbon Snake,Non Venomous,31.8492,-91.6599
Louisiana,Eastern Worm Snake,Non Venomous,31.713,-91.4453
Louisiana,Flat-headed Snake,Non Venomous,31.6788,-92.1493
Louisiana,Glossy Crayfish Snake,Non Venomous,32.4883,-92.1619
Louisiana,Grahams Crayfish Snake,Non Venomous,32.5606,-93.5625
Louisiana,Gray Rat Snake,Non Venomous,31.6343,-91.5562
Louisiana,Louisiana Pine Snake,Non Venomous,30.8479,-90.1459
Louisiana,Milk Snake,Non Venomous,30.9682,-91.1125
Louisiana,Mississippi Green Water Snake,Non Venomous,31.3906,-92.6699
Louisiana,Mud Snake,Non Venomous,29.9886,-91.0555
Louisiana,Pine Woods Snake,Non Venomous,30.6824,-91.4248
Louisiana,Rhadinaea flavilata,Non Venomous,29.6886,-91.1522
Louisiana,Pine Woods Snake,Non Venomous,31.924,-92.6425
Louisiana,Prairie Kingsnake,Non Venomous,30.5623,-91.5502
Louisiana,Racer,Non Venomous,30.3126,-92.0387
Louisiana,Rainbow Snake,Non Venomous,29.5164,-90.3291
Louisiana,Red Corn Snake,Non Venomous,32.4703,-92.1736
Louisiana,Red-bellied Snake,Non Venomous,30.4953,-90.7467
Louisiana,Ring-necked Snake,Non Venomous,30.867,-92.7986
Louisiana,Rough Earth Snake,Non Venomous,30.528,-92.0851
Louisiana,Rough Green Snake,Non Venomous,29.9205,-90.6458
Louisiana,Salt Marsh Snake,Non Venomous,30.0687,-89.9288
Louisiana,Scarlet Kingsnake,Non Venomous,30.2393,-93.0128
Louisiana,Scarlet Snake,Non Venomous,29.3864,-90.7081
Louisiana,Slowinskis Corn Snake,Non Venomous,32.7749,-91.9058
Louisiana,Smooth Earth Snake,Non Venomous,31.43,-92.4829
Louisiana,Southeastern Crowned Snake,Non Venomous,29.7013,-91.2377
Louisiana,Speckled kingsnake,Non Venomous,29.8685,-91.5388
Louisiana,Western Rat Snake,Non Venomous,30.5289,-93.4391
Louisiana,Western Ribbon Snake,Non Venomous,30.449,-93.4455
Louisiana,Thamnophis proximus,Non Venomous,30.5467,-91.1225
Louisiana,Western Ribbon Snake,Non Venomous,30.4456,-91.2098
Louisiana,Western Worm Snake,Non Venomous,29.9593,-90.2202
Louisiana,Yellow-bellied Water Snake,Non Venomous,31.6547,-93.1999
Louisiana,Canebrake Rattlesnake,Venomous,32.9206,-91.6751
Louisiana,Copperhead,Venomous,30.4835,-92.8508
Louisiana,Cottonmouth,Venomous,29.78,-90.7893
Louisiana,Eastern Diamondback Rattlesnake,Venomous,30.7646,-90.5114
Louisiana,Harlequin Coral Snake,Venomous,30.3687,-89.7495
Louisiana,Pygmy Rattlesnake,Venomous,30.1828,-90.8674
Louisiana,Texas Coral Snake,Venomous,32.5329,-92.6361
Maine,The Northern Black Racer,Non Venomous,43.4244,-70.7573
Maine,The Ring-necked Snake,Non Venomous,43.6954,-70.3539
Maine,The Ribbon Snake,Non Venomous,43.7631,-70.1409
Maine,The Brown Snake,Non Venomous,44.0086,-70.057
Maine,The Common Garter Snake,Non Venomous,44.191,-69.7921
Maine,The Northern Water Snake,Non Venomous,43.7905,-70.6275
Maine,The Belly red to orange,Non Venomous,44.0915,-70.1681
Maine,The Smooth Green Snake,Non Venomous,44.5441,-69.6624
Maine,The Milk Snake,Non Venomous,44.1274,-69.1369
Maine,The Timber Rattlesnake,Venomous,44.7835,-68.7352
Maryland,The Black Rat Snake,Non Venomous,39.3767,-77.7341
Maryland,The Eastern Garter Snake,Non Venomous,39.5989,-77.6128
Maryland,The Eastern Hognose Snake,Non Venomous,39.6484,-77.6311
Maryland,The Eastern Kingsnake,Non Venomous,39.1457,-76.7745
Maryland,The Eastern Milk Snake,Non Venomous,39.036,-77.0934
Maryland,The Eastern Ribbon Snake,Non Venomous,39.2924,-79.3525
Maryland,The Eastern Worm Snake,Non Venomous,38.2646,-76.8496
Maryland,The Northern Black Racer,Non Venomous,38.1655,-75.3968
Maryland,The Northern Brown Snake,Non Venomous,39.2088,-76.6625
Maryland,The Northern Ringneck Snake,Non Venomous,39.0603,-76.8456
Maryland,The Northern Water Snake,Non Venomous,38.3309,-75.2149
Maryland,The Rough Green Snake,Non Venomous,39.5653,-78.7054
Maryland,The Smooth Green Snake,Non Venomous,38.9853,-76.1677
Maryland,The Southern Ringneck Snake,Non Venomous,39.6089,-77.7082
Maryland,The Coastal Plain Milk Snake,Non Venomous,39.657,-77.1683
Maryland,The Corn Snake,Non Venomous,39.6344,-77.8942
Maryland,The Mole Kingsnake,Non Venomous,38.9373,-76.5572
Maryland,The Northern Red Belly Snake,Non Venomous,38.9423,-76.9645
Maryland,The Queen Snake,Non Venomous,38.917,-75.9419
Maryland,The Smooth Earth Snake,Non Venomous,38.0635,-75.5553
Maryland,The Northern Scarlet Snake,Non Venomous,39.7018,-78.952
Maryland,The Redbelly Water Snake,Non Venomous,39.0394,-76.9211
Maryland,The Mountain Earth Snake,Non Venomous,38.2672,-75.8938
Maryland,The Rainbow Snake,Non Venomous,38.5382,-75.719
Maryland,The Northern Pine Snake,Non Venomous,39.488,-79.0429
Maryland,The Northern Copperhead,Venomous,38.8385,-76.8232
Maryland,The Timber Rattlesnake,Venomous,39.2737,-77.2006
Massachusetts,Black Racer,Non Venomous,42.2652,-72.672
Massachusetts,Black Rat Snake,Non Venomous,42.0747,-70.659
Massachusetts,Brown Snake,Non Venomous,41.6723,-70.0641
Massachusetts,Common Garter Snake,Non Venomous,42.4373,-71.692
Massachusetts,Eastern Hognose Snake,Non Venomous,42.614,-72.5985
Massachusetts,Eastern Ribbon Snake,Non Venomous,41.6722,-70.3599
Massachusetts,Milk Snake,Non Venomous,41.5737,-70.4636
Massachusetts,Northern Water Snake,Non Venomous,42.7003,-71.1626
Massachusetts,Redbelly Snake,Non Venomous,41.2826,-70.1855
Massachusetts,Ringneck Snake,Non Venomous,42.0779,-71.7121
Massachusetts,Smooth Green Snake,Non Venomous,41.6432,-70.992
Massachusetts,Worm Snake,Non Venomous,42.6389,-71.3217
Massachusetts,Copperhead,Venomous,41.8539,-69.9968
Massachusetts,Timber Rattlesnake,Venomous,42.4234,-71.1087
Michigan,Black Rat Snake,Non Venomous,42.4951,-85.4117
Michigan,Blue Racer,Non Venomous,41.7859,-84.0403
Michigan,Brown Snake,Non Venomous,44.5033,-85.672
Michigan,Butlers Garter Snake,Non Venomous,46.2912,-87.4372
Michigan,Common Garter Snake,Non Venomous,42.8909,-85.7066
Michigan,Copper-bellied Water Snake,Non Venomous,45.2719,-84.9413
Michigan,Eastern Hog-nosed Snake,Non Venomous,42.3027,-85.5447
Michigan,Eastern Milk Snake,Non Venomous,44.2337,-83.8033
Michigan,Fox Snake,Non Venomous,43.9395,-82.7149
Michigan,Kirtlands Snake,Non Venomous,42.6416,-84.5307
Michigan,Northern Ribbon Snake,Non Venomous,43.1266,-85.5582
Michigan,Northern Water Snake,Non Venomous,45.2239,-85.3791
Michigan,Queen Snake,Non Venomous,44.4297,-84.0225
Michigan,Red-bellied Snake,Non Venomous,42.2755,-83.7312
Michigan,Ring-necked Snake,Non Venomous,45.9591,-86.2507
Michigan,Smooth Green Snake,Non Venomous,42.2383,-85.336
Michigan,Eastern Massasauga Rattlesnake,Venomous,42.3972,-83.3733
Mississippi,Eastern Ribbon Snake,Non Venomous,32.0858,-89.7819
Mississippi,Common Garter Snake,Non Venomous,31.3372,-89.3772
Mississippi,Rough Earth Snake,Non Venomous,31.6773,-88.6353
Mississippi,Smooth Earth Snake,Non Venomous,31.721,-90.3859
Mississippi,Mississippi Green Water Snake,Non Venomous,31.5995,-89.8746
Mississippi,Brown Water Snake,Non Venomous,31.5751,-91.3521
Mississippi,Plainbelly Water Snake,Non Venomous,34.4909,-89.0201
Mississippi,Northern Water Snake,Non Venomous,32.3173,-90.8868
Mississippi,Mississippi Green Water Snake,Non Venomous,34.6081,-89.9762
Mississippi,Southern Water Snake,Non Venomous,31.9609,-89.8694
Mississippi,Queen Snake,Non Venomous,33.1995,-89.3418
Mississippi,Glossy Crayfish Snake,Non Venomous,34.5034,-89.5025
Mississippi,Brown Snake,Non Venomous,34.2616,-88.4021
Mississippi,Redbelly Snake,Non Venomous,32.3163,-90.2124
Mississippi,Ringneck Snake,Non Venomous,32.1364,-88.7958
Mississippi,Eastern Worm Snake,Non Venomous,34.1971,-90.5729
Mississippi,Rainbow Snake,Non Venomous,32.2309,-90.1592
Mississippi,Western Worm Snake,Non Venomous,33.8849,-88.2367
Mississippi,Mud Snake,Non Venomous,33.7643,-89.9732
Mississippi,Eastern Hognose Snake,Non Venomous,30.3791,-89.3707
Mississippi,Southern Hognose Snake,Non Venomous,31.1545,-88.558
Mississippi,Southeastern Crowned Snake,Non Venomous,33.9693,-90.3693
Mississippi,Pine Woods Snake,Non Venomous,31.1707,-88.9252
Mississippi,Black Pine Snake,Non Venomous,30.4106,-88.6568
Mississippi,Common Kingsnake,Non Venomous,33.4079,-90.2081
Mississippi,Prairie Kingsnake,Non Venomous,32.4236,-90.1481
Mississippi,Milk Snake,Non Venomous,31.9869,-89.9011
Mississippi,Louisiana Milk Snake,Non Venomous,34.5605,-89.1179
Mississippi,Corn Snake,Non Venomous,33.9437,-90.9468
Mississippi,Rat Snake,Non Venomous,32.8056,-90.9245
Mississippi,Red Milk Snake,Non Venomous,34.368,-90.6378
Mississippi,Gopher Snake,Non Venomous,33.1217,-88.5564
Mississippi,Rough Green Snake,Non Venomous,32.5679,-89.334
Mississippi,Indigo Snake,Non Venomous,33.5126,-90.1993
Mississippi,Racer,Non Venomous,33.8588,-89.3145
Mississippi,Coachwhip,Non Venomous,32.4267,-88.51
Mississippi,Scarlet Snake,Non Venomous,32.5485,-88.6092
Mississippi,Copperhead,Venomous,33.5003,-90.3256
Mississippi,Cottonmouth,Venomous,32.672,-90.5445
Mississippi,Southern Copperhead,Venomous,31.5969,-89.2091
Mississippi,Western Cottonmouth,Venomous,32.5976,-90.0315
Mississippi,Eastern Cottonmouth,Venomous,32.9677,-89.9128
Mississippi,Canebrake Rattlesnake,Venomous,31.5046,-91.0674
Mississippi,Timber Rattlesnake,Venomous,34.4327,-90.2213
Mississippi,Carolina Pygmy Rattlesnake,Venomous,34.3611,-88.8388
Mississippi,Dusky Pygmy Rattlesnake,Venomous,33.7065,-90.7249
Mississippi,Eastern Diamondback Rattlesnake,Venomous,34.6159,-89.1914
Mississippi,Western Pygmy Rattlesnake,Venomous,33.94,-89.3373
Mississippi,Eastern Coral Snake,Venomous,33.9813,-88.4823
Missouri,Western Worm Snake,Non Venomous,39.1363,-94.1307
Missouri,Northern Scarlet Snake,Non Venomous,38.8664,-90.2084
Missouri,Eastern Yellow-belly Race,Non Venomous,38.5242,-90.3365
Missouri,Prairie Ring-necked Snake,Non Venomous,37.0355,-94.5379
Missouri,Great Plains Rat Snake,Non Venomous,39.019,-94.3131
Missouri,Black Rat Snake,Non Venomous,37.7025,-91.8661
Missouri,Western Fox Snake,Non Venomous,39.4773,-92.0039
Missouri,Western Mud Snake,Non Venomous,39.2747,-91.5763
Missouri,Plains Hog-nosed Snake,Non Venomous,38.6983,-91.4342
Missouri,Eastern Hog-nosed Snake,Non Venomous,40.4045,-94.4465
Missouri,Prairie Kingsnake,Non Venomous,38.3655,-90.3645
Missouri,Speckled Kingsnake,Non Venomous,37.1785,-91.6576
Missouri,Red Milk Snake,Non Venomous,36.9674,-93.7183
Missouri,Eastern Coachwhip,Non Venomous,39.2622,-90.8287
Missouri,Mississippi Green Water Snake,Non Venomous,39.1545,-94.5452
Missouri,Yellow-bellied Water Snake,Non Venomous,36.3318,-89.8242
Missouri,Broad-banded Water Snake,Non Venomous,36.7857,-92.5685
Missouri,Diamond-backed Water Snake,Non Venomous,38.9341,-92.7025
Missouri,Northern Water Snake,Non Venomous,38.8736,-92.9126
Missouri,Rough Green Snake,Non Venomous,39.2394,-94.4191
Missouri,Smooth Green Snake,Non Venomous,37.8618,-90.5892
Missouri,Bullsnake,Non Venomous,36.0404,-90.1158
Missouri,Grahams Crayfish Snake,Non Venomous,36.6311,-91.9602
Missouri,Ground Snake,Non Venomous,36.5746,-94.3912
Missouri,Midland Brown Snake,Non Venomous,36.7789,-89.3841
Missouri,Northern Red-bellied Snake,Non Venomous,37.7821,-90.4288
Missouri,Flat-headed Snake,Non Venomous,37.4574,-91.212
Missouri,Western Ribbon Snake,Non Venomous,36.6707,-93.9399
Missouri,Plains Garter Snake,Non Venomous,37.2368,-89.7978
Missouri,Eastern Garter Snake,Non Venomous,38.2035,-92.6257
Missouri,Lined Snake,Non Venomous,36.5231,-93.9388
Missouri,Rough Earth Snake,Non Venomous,37.7836,-89.918
Missouri,Western Earth Snake,Non Venomous,39.4553,-94.3371
Missouri,Osage Copperhead,Venomous,36.944,-94.1858
Missouri,Northern Copperhead,Venomous,37.1072,-92.4189
Missouri,Southern Copperhead,Venomous,39.2105,-92.1342
Missouri,Western Cottonmouth,Venomous,38.8725,-94.174
Missouri,Timber Rattlesnake,Venomous,40.4006,-95.595
Missouri,Western Pygmy Rattlesnake,Venomous,40.492,-92.7005
Missouri,Eastern Massasauga Rattlesnake,Venomous,38.7148,-90.3461
Montana,Gopher Snake,Non Venomous,48.0272,-108.5518
Montana,Milksnake,Non Venomous,48.7723,-114.9008
Montana,Eastern Racer,Non Venomous,48.8045,-105.1736
Montana,Rubber Boa,Non Venomous,47.3533,-111.1698
Montana,Common Garter Snake,Non Venomous,46.0988,-108.8789
Montana,Terrestrial Garter Snake,Non Venomous,47.5287,-114.1005
Montana,Plains Garter Snake,Non Venomous,48.7062,-115.8741
Montana,Smooth Greensnake,Non Venomous,45.6026,-107.4591
Montana,Western Hog-nosed Snake,Non Venomous,47.0326,-114.3397
Montana,Prairie Rattlesnake,Venomous,47.6946,-114.6408
Montana,Western Rattlesnake,Venomous,47.6886,-114.1411
Nebraska,Western Worm Snake,Non Venomous,42.8313,-98.4668
Nebraska,Prairie Ring-necked Snake,Non Venomous,40.5104,-96.1617
Nebraska,Eastern Hog-nosed Snake,Non Venomous,42.0574,-96.5128
Nebraska,Western Hog-nosed Snake,Non Venomous,40.4149,-97.5871
Nebraska,Western Smooth Green Snake,Non Venomous,41.3215,-102.9743
Nebraska,Blue Racer,Non Venomous,41.2222,-99.2987
Nebraska,Western Coachwhip,Non Venomous,41.78,-99.1341
Nebraska,Prairie Rat Snake,Non Venomous,42.0328,-97.4209
Nebraska,Pilot Black Snake,Non Venomous,40.1036,-99.3655
Nebraska,Western Fox Snake,Non Venomous,41.6639,-103.0962
Nebraska,Faded Snake,Non Venomous,41.9641,-103.9247
Nebraska,Bullsnake,Non Venomous,42.2665,-96.8632
Nebraska,Prairie King Snake,Non Venomous,40.5733,-99.7409
Nebraska,Speckled King Snake,Non Venomous,42.4555,-97.4698
Nebraska,Western Milk Snake,Non Venomous,41.2342,-103.4867
Nebraska,Grahams Water Snake,Non Venomous,41.1316,-101.5853
Nebraska,Common Water Snake,Non Venomous,40.4809,-96.9646
Nebraska,DeKays Snake,Non Venomous,41.5484,-98.5305
Nebraska,Wandering Garter Snake,Non Venomous,40.3217,-97.2983
Nebraska,Plains Garter Snake,Non Venomous,42.0432,-101.0444
Nebraska,Western Ribbon Snake,Non Venomous,40.9276,-99.3901
Nebraska,Red-sidded Garter Snake,Non Venomous,40.7065,-100.2155
Nebraska,Lined Snake,Non Venomous,40.6255,-96.9575
Nebraska,Black-headed Tantilla,Non Venomous,40.0864,-98.5222
Nebraska,The prairie rattlesnake,Venomous,40.1313,-99.5945
Nebraska,Timber rattlesnake,Venomous,42.6901,-96.9807
Nebraska,Western massasauga,Venomous,40.2776,-99.7763
Nebraska,Copperhead,Venomous,40.2849,-96.534
Nevada,Western terrestrial Garter Snake,Non Venomous,36.288,-115.0901
Nevada,The Common Garter Snake,Non Venomous,40.6451,-119.3614
Nevada,The Sierra Garter Snake,Non Venomous,37.952,-114.4434
Nevada,The Mexican Garter Snake,Non Venomous,40.4199,-116.5753
Nevada,Western Threadsnake,Non Venomous,35.8303,-115.4291
Nevada,Glossy Snake,Non Venomous,38.9536,-119.6511
Nevada,Desert Glossy Snake,Non Venomous,41.49,-117.5323
Nevada,Mojave Shovel-nosed Snake,Non Venomous,41.9656,-117.6392
Nevada,Nevada Shovel-nosed Snake,Non Venomous,40.9645,-117.7247
Nevada,Western Shovel-nose Snake,Non Venomous,39.0082,-119.9307
Nevada,Western Yellow-Bellied Racer,Non Venomous,41.0286,-114.4763
Nevada,Coachwhip,Non Venomous,38.6468,-118.7572
Nevada,Red Racer,Non Venomous,37.7889,-114.3997
Nevada,Ringneck Snake,Non Venomous,35.2996,-114.8778
Nevada,Desert Night snake,Non Venomous,36.7708,-114.6473
Nevada,Common Kingsnake,Non Venomous,35.4828,-114.9157
Nevada,California Kingsnake,Non Venomous,39.2639,-119.9453
Nevada,Arizona Mountain Kingsnake,Non Venomous,38.8655,-117.9238
Nevada,Sonoran Mountain Kingsnake,Non Venomous,36.0163,-115.2207
Nevada,Striped Whip snake (Coluber taeniatus),Non Venomous,37.9771,-114.2289
Nevada,Spotted Leaf-Nosed Snake,Non Venomous,38.939,-119.7369
Nevada,Western Leaf-nosed Snake,Non Venomous,40.7407,-114.0783
Nevada,Gopher Snake,Non Venomous,37.7104,-114.4685
Nevada,Great Basin Gopher Snake,Non Venomous,39.0626,-119.9294
Nevada,Long-Nosed Snake,Non Venomous,38.6976,-119.5427
Nevada,Western Patch-Nosed Snake,Non Venomous,38.8912,-119.6833
Nevada,Mojave Patch-nosed Snake,Non Venomous,41.9166,-116.1822
Nevada,Western Ground Snake,Non Venomous,39.3075,-119.6483
Nevada,Smiths Black-headed Snake,Non Venomous,38.8872,-119.7426
Nevada,Lyre Snake,Non Venomous,39.0256,-119.8309
Nevada,Sonoran Lyre snake,Non Venomous,39.6927,-119.9775
Nevada,California Lyre snake,Non Venomous,38.9366,-118.7925
Nevada,The sidewinder,Venomous,36.0807,-115.1369
Nevada,Western diamondback rattlesnake,Venomous,39.6177,-119.8231
Nevada,Great Basin rattlesnake,Venomous,39.4151,-118.7165
Nevada,Panamint Rattlesnake,Venomous,36.9352,-116.7025
Nevada,Speckled rattlesnake,Venomous,38.9937,-119.9233
Nevada,Mojave green rattlesnake,Venomous,39.2639,-119.6356
New Hampshire,Garter snake,Non Venomous,43.2534,-70.8856
